xCa= 1 xC=0 xO=5 xMg=4 xCl=2
 xCalcite=3 xDolomite=4 xAq_gen=0

Time step: 0  Time, s: 0  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
27	55.3686	8.52484	0	0.00026833	5.84573e-05	0.00887258	0.0178392
28	55.3674	8.66138	0	0.000267329	8.76063e-05	0.00843741	0.0170187
29	55.3659	8.78593	0	0.000267578	0.000127706	0.00790513	0.0160241
30	55.3642	8.89999	0	0.000266773	0.000181524	0.00727773	0.0148651
31	55.3623	9.00544	0	0.00026301	0.000253195	0.0065627	0.013565
32	55.3602	9.10421	0	0.000267345	0.000348333	0.00577229	0.0121598
33	55.358	9.19789	0	0.000266793	0.000471467	0.00492444	0.0106947
34	55.3558	9.28872	0	0.00026558	0.000624429	0.00404229	0.00921966
35	55.3536	9.3763	0	0.000266576	0.000808571	0.00314892	0.00778432
36	55.3516	9.4425	0.000441127	4.38377e-05	0.000906529	0.00238036	0.00643306
37	55.3498	9.46333	0.000445817	4.40994e-05	0.000857177	0.00181012	0.00520123
38	55.3481	9.50596	0.000443118	4.43419e-05	0.000722184	0.00140252	0.00411291
39	55.3468	9.56179	0.000443633	4.44393e-05	0.000567539	0.00109577	0.00318024
40	55.3456	9.62525	0.000440257	4.44394e-05	0.000428848	0.000854111	0.00240436
41	55.3447	9.69355	0.000439876	4.44395e-05	0.000316401	0.000663533	0.0017773
42	55.344	9.76431	0.000435242	4.44395e-05	0.000230658	0.000516683	0.0012846
43	55.3434	9.83362	0.000434003	4.44395e-05	0.000169348	0.00040656	0.000907974
44	55.3431	9.89615	0.000431425	4.28453e-05	0.000128436	0.00032605	0.000627688
45	55.3428	9.94753	0.000430679	4.33381e-05	0.000102532	0.000268569	0.000424488
46	55.3426	9.98638	0.000426784	4.389e-05	8.66302e-05	0.000228306	0.000280893
47	55.3425	10.0146	0.000428264	4.38308e-05	7.67073e-05	0.000201422	0.000181923
48	55.3424	10.0345	0.000425932	4.38308e-05	7.04725e-05	0.000184104	0.000115358
49	55.3424	10.0483	0.000428469	4.33381e-05	6.64929e-05	0.00017339	7.16462e-05
50	55.3423	10.0575	0.000426984	4.28453e-05	6.39286e-05	0.000167008	4.36078e-05
51	55.3423	10.0634	0.000429161	4.28453e-05	6.23567e-05	0.00016307	2.60318e-05
52	55.3423	10.0669	0.000426864	4.28453e-05	6.14343e-05	0.000160627	1.52603e-05
53	55.3423	10.069	0.00042918	4.28453e-05	6.08863e-05	0.000159163	8.80397e-06
54	55.3423	10.0703	0.000426756	4.28453e-05	6.06178e-05	0.000158312	5.01765e-06
55	55.3423	10.071	0.000429178	4.28453e-05	6.04004e-05	0.000157829	2.84441e-06
56	55.3423	10.0714	0.000426813	4.28453e-05	6.02825e-05	0.000157561	1.62318e-06
57	55.3423	10.0716	0.00042916	4.28453e-05	6.02468e-05	0.000157414	9.51115e-07
58	55.3423	10.0718	0.000426792	4.28453e-05	6.01967e-05	0.000157336	5.88812e-07
59	55.3423	10.0718	0.000429285	4.28453e-05	6.0172e-05	0.000157296	3.97439e-07
60	55.3423	10.0719	0.000426689	4.28453e-05	6.01802e-05	0.000157275	2.98367e-07
61	55.3423	10.0719	0.000429299	4.28453e-05	6.01534e-05	0.000157264	2.48091e-07
62	55.3423	10.0719	0.000426685	4.28453e-05	6.01762e-05	0.000157259	2.23074e-07
63	55.3423	10.0719	0.000429299	4.28453e-05	6.01514e-05	0.000157257	2.10867e-07
64	55.3423	10.0719	0.000426685	4.28453e-05	6.01752e-05	0.000157256	2.05024e-07
65	55.3423	10.0719	0.000429299	4.28453e-05	6.01509e-05	0.000157255	2.02281e-07
66	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2.01017e-07
67	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2.00445e-07
68	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2.00191e-07
69	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2.00081e-07
70	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2.00034e-07
71	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2.00014e-07
72	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2.00005e-07
73	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2.00002e-07
74	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2.00001e-07
75	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
76	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
77	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
78	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
79	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
80	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
81	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
82	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
83	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
84	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
85	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
86	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
87	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
88	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
89	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
90	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
91	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
92	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
93	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
94	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
95	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
96	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
97	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
98	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
99	55.3423	10.0719	0.000429299	4.28453e-05	6.01508e-05	0.000157255	2e-07
100	55.3423	10.0719	0.000426685	4.28453e-05	6.0175e-05	0.000157255	2e-07
Time step: 333  Time, s: 333  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step333 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89712	0	0.000302413	9.98618e-08	0.01	0.02
2	55.3719	6.8967	0	0.000298317	9.96857e-08	0.01	0.02
3	55.3719	6.89537	0	0.000306132	9.96751e-08	0.01	0.02
4	55.3719	6.89628	0	0.000282067	9.95081e-08	0.01	0.02
5	55.3719	6.89589	0	0.000292871	9.93442e-08	0.01	0.02
6	55.3719	6.89549	0	0.000287777	9.91801e-08	0.01	0.02
7	55.3719	6.8951	0	0.000286394	9.9015e-08	0.01	0.02
8	55.3719	6.89471	0	0.000277484	9.88508e-08	0.01	0.02
9	55.3719	6.89431	0	0.00027742	9.86949e-08	0.01	0.02
10	55.3719	6.89394	0	0.000275476	9.85736e-08	0.01	0.02
11	55.3719	6.89362	0	0.000274238	9.85754e-08	0.00999999	0.02
12	55.3719	6.8935	0	0.000273852	9.89714e-08	0.00999997	0.0199999
13	55.3719	6.89393	0	0.000273612	1.00524e-07	0.00999991	0.0199998
14	55.3719	6.89579	0	0.000273169	1.0521e-07	0.00999974	0.0199995
15	55.3719	6.90112	0	0.000267412	1.17771e-07	0.0099993	0.0199986
16	55.3719	6.91413	0	0.00027245	1.4881e-07	0.00999826	0.0199966
17	55.3718	6.94261	0	0.000271038	2.20498e-07	0.00999594	0.019992
18	55.3718	6.99878	0	0.000270438	3.76367e-07	0.00999111	0.0199826
19	55.3718	7.09647	0	0.00027015	6.96917e-07	0.00998161	0.019964
20	55.3718	7.24177	0	0.00026943	1.32276e-06	0.00996395	0.0199296
21	55.3717	7.42435	0	0.000269755	2.48648e-06	0.00993287	0.0198691
22	55.3715	7.62423	0	0.0002689	4.55314e-06	0.00988095	0.0197683
23	55.3713	7.82481	0	0.000269123	8.06752e-06	0.00979839	0.0196085
24	55.3709	8.01682	0	0.000268302	1.38036e-05	0.00967321	0.0193671
25	55.3704	8.19608	0	0.000268217	2.28101e-05	0.00949191	0.0190188
26	55.3697	8.36111	0	0.000267409	3.64453e-05	0.00924064	0.0185385
27	55.3687	8.51195	0	0.00026833	5.63972e-05	0.00890681	0.0179042
28	55.3675	8.64943	0	0.000267329	8.46914e-05	0.00848093	0.0171007
29	55.3661	8.77483	0	0.000267578	0.000123696	0.00795835	0.0161236
30	55.3644	8.88964	0	0.000266773	0.000176142	0.00734047	0.014981
31	55.3624	8.99569	0	0.00026301	0.000246028	0.00663421	0.013695
32	55.3604	9.09491	0	0.000267345	0.000338819	0.00585134	0.0123003
33	55.3582	9.18891	0	0.000266793	0.000459154	0.00500923	0.0108412
34	55.356	9.27987	0	0.00026558	0.000609133	0.00413051	0.00936716
35	55.3538	9.36762	0	0.000266576	0.000790157	0.00323826	0.00792786
36	55.3518	9.44318	0.000436472	4.53737e-05	0.000899852	0.00245568	0.00656818
37	55.35	9.46114	0.0004458	4.40994e-05	0.000862129	0.00186714	0.00532441
38	55.3483	9.50137	0.000443141	4.43419e-05	0.00073566	0.00144328	0.00422174
39	55.3469	9.55563	0.000443733	4.44393e-05	0.000582904	0.00112644	0.00327351
40	55.3457	9.61817	0.0004404	4.44394e-05	0.000442575	0.000878277	0.00248195
41	55.3448	9.68591	0.000440105	4.44395e-05	0.000327417	0.000682591	0.00184
42	55.344	9.75643	0.000435552	4.44395e-05	0.000238922	0.000531368	0.00133387
43	55.3435	9.82604	0.000434345	4.44395e-05	0.000175137	0.000417573	0.000945637
44	55.3431	9.8895	0.000431712	4.28453e-05	0.000132239	0.000334101	0.000655716
45	55.3428	9.94222	0.000430856	4.33381e-05	0.000104945	0.000274317	0.000444808
46	55.3426	9.98238	0.00042682	4.39379e-05	8.81364e-05	0.000232284	0.000295252
47	55.3425	10.0117	0.000428234	4.389e-05	7.76702e-05	0.000204051	0.00019182
48	55.3424	10.0325	0.000425902	4.389e-05	7.10671e-05	0.000185777	0.000122014
49	55.3424	10.0469	0.000428515	4.33381e-05	6.68451e-05	0.000174461	7.60174e-05
50	55.3423	10.0566	0.000427002	4.28453e-05	6.41673e-05	0.000167646	4.64116e-05
51	55.3423	10.0628	0.00042914	4.28453e-05	6.25353e-05	0.000163463	2.77894e-05
52	55.3423	10.0666	0.000426833	4.28453e-05	6.15578e-05	0.000160871	1.63375e-05
53	55.3423	10.0688	0.000429139	4.28453e-05	6.09819e-05	0.00015931	9.4496e-06
54	55.3423	10.0702	0.000426764	4.28453e-05	6.0637e-05	0.000158397	5.39629e-06
55	55.3423	10.0709	0.000429189	4.28453e-05	6.04115e-05	0.000157877	3.06174e-06
56	55.3423	10.0714	0.000426818	4.28453e-05	6.02899e-05	0.000157587	1.74531e-06
57	55.3423	10.0716	0.00042916	4.28453e-05	6.02502e-05	0.000157429	1.01832e-06
58	55.3423	10.0718	0.000426795	4.28453e-05	6.01986e-05	0.000157344	6.25043e-07
59	55.3423	10.0718	0.000429286	4.28453e-05	6.0173e-05	0.0001573	4.16576e-07
60	55.3423	10.0719	0.000426688	4.28453e-05	6.01807e-05	0.000157277	3.08275e-07
61	55.3423	10.0719	0.000429301	4.28453e-05	6.01537e-05	0.000157265	2.53118e-07
62	55.3423	10.0719	0.000426683	4.28453e-05	6.01763e-05	0.00015726	2.25576e-07
63	55.3423	10.0719	0.000429301	4.28453e-05	6.01515e-05	0.000157257	2.12088e-07
64	55.3423	10.0719	0.000426683	4.28453e-05	6.01752e-05	0.000157256	2.05608e-07
65	55.3423	10.0719	0.000429301	4.28453e-05	6.0151e-05	0.000157255	2.02555e-07
66	55.3423	10.0719	0.000426683	4.28453e-05	6.0175e-05	0.000157255	2.01143e-07
67	55.3423	10.0719	0.000429301	4.28453e-05	6.01509e-05	0.000157255	2.00502e-07
68	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2.00217e-07
69	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2.00092e-07
70	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2.00038e-07
71	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2.00016e-07
72	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2.00006e-07
73	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2.00002e-07
74	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2.00001e-07
75	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
76	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
77	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
78	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
79	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
80	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
81	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
82	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
83	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
84	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
85	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
86	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
87	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
88	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
89	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
90	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
91	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
92	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
93	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
94	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
95	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
96	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
97	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
98	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
99	55.3423	10.0719	0.000429301	4.28453e-05	6.01508e-05	0.000157255	2e-07
100	55.3423	10.0719	0.000426683	4.28453e-05	6.01749e-05	0.000157255	2e-07
Time step: 334  Time, s: 334  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step334 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89585	0	0.000302413	9.98756e-08	0.01	0.02
2	55.3719	6.8967	0	0.000298317	9.96867e-08	0.01	0.02
3	55.3719	6.89538	0	0.000306132	9.96762e-08	0.01	0.02
4	55.3719	6.89628	0	0.000282067	9.95082e-08	0.01	0.02
5	55.3719	6.89589	0	0.000292871	9.9344e-08	0.01	0.02
6	55.3719	6.89549	0	0.000287777	9.91799e-08	0.01	0.02
7	55.3719	6.8951	0	0.000286394	9.90149e-08	0.01	0.02
8	55.3719	6.89471	0	0.000277484	9.88506e-08	0.01	0.02
9	55.3719	6.89431	0	0.00027742	9.86939e-08	0.01	0.02
10	55.3719	6.89394	0	0.000275476	9.85691e-08	0.01	0.02
11	55.3719	6.89361	0	0.000274238	9.85586e-08	0.00999999	0.02
12	55.3719	6.89347	0	0.000273852	9.89152e-08	0.00999997	0.0199999
13	55.3719	6.89384	0	0.000273612	1.00353e-07	0.00999991	0.0199998
14	55.3719	6.89557	0	0.000273169	1.04725e-07	0.00999975	0.0199995
15	55.3719	6.90055	0	0.000267412	1.16499e-07	0.00999934	0.0199987
16	55.3719	6.9128	0	0.00027245	1.45689e-07	0.00999836	0.0199968
17	55.3718	6.93977	0	0.000271038	2.13313e-07	0.00999617	0.0199925
18	55.3718	6.99333	0	0.000270438	3.60763e-07	0.00999159	0.0199835
19	55.3718	7.08735	0	0.00027015	6.64845e-07	0.00998256	0.0199659
20	55.3718	7.2289	0	0.00026943	1.26016e-06	0.00996571	0.019933
21	55.3717	7.40893	0	0.000269755	2.37009e-06	0.00993598	0.0198752
22	55.3715	7.60778	0	0.0002689	4.34646e-06	0.00988614	0.0197784
23	55.3713	7.8084	0	0.000269123	7.71607e-06	0.00980664	0.0196245
24	55.3709	8.00102	0	0.000268302	1.323e-05	0.00968573	0.0193912
25	55.3704	8.18115	0	0.000268217	2.19094e-05	0.00951004	0.0190536
26	55.3697	8.34716	0	0.000267409	3.50818e-05	0.00926577	0.0185866
27	55.3688	8.49899	0	0.00026833	5.4402e-05	0.00894019	0.0179676
28	55.3676	8.63741	0	0.000267329	8.18619e-05	0.00852351	0.0171811
29	55.3662	8.76367	0	0.000267578	0.000119795	0.00801061	0.0162213
30	55.3645	8.87923	0	0.000266773	0.000170898	0.00740226	0.0150952
31	55.3626	8.9859	0	0.00026301	0.000239039	0.00670483	0.0138236
32	55.3606	9.08558	0	0.000267345	0.00032954	0.00592962	0.0124398
33	55.3584	9.17991	0	0.000266793	0.00044712	0.00509344	0.0109871
34	55.3562	9.27102	0	0.00026558	0.000594135	0.00421838	0.00951457
35	55.3541	9.35893	0	0.000266576	0.000772054	0.00332748	0.00807179
36	55.352	9.43359	0.000333247	9.7378e-05	0.000940104	0.00248193	0.00670415
37	55.3501	9.45897	0.000443302	4.53737e-05	0.000867124	0.00192472	0.00544879
38	55.3485	9.49706	0.000443154	4.43419e-05	0.000748294	0.00148567	0.00433201
39	55.347	9.54965	0.000443823	4.44393e-05	0.000598089	0.00115813	0.00336833
40	55.3458	9.61119	0.000440554	4.44394e-05	0.000456454	0.000903093	0.0025611
41	55.3449	9.6783	0.000440343	4.44395e-05	0.000338694	0.000702159	0.0019042
42	55.3441	9.74856	0.000435859	4.44395e-05	0.000247465	0.00054649	0.00138449
43	55.3435	9.8184	0.000434697	4.44396e-05	0.000181164	0.000428952	0.00098446
44	55.3431	9.88273	0.000432039	4.28453e-05	0.000136203	0.000342448	0.000684708
45	55.3428	9.93675	0.000431051	4.33381e-05	0.00010748	0.000280295	0.000465899
46	55.3426	9.97825	0.000426926	4.39379e-05	8.97115e-05	0.000236487	0.000310208
47	55.3425	10.0087	0.000428231	4.39379e-05	7.86723e-05	0.000206827	0.000202163
48	55.3424	10.0304	0.000425847	4.39379e-05	7.17339e-05	0.000187557	0.000128995
49	55.3424	10.0455	0.000428503	4.33381e-05	6.72792e-05	0.000175593	8.06171e-05
50	55.3423	10.0556	0.000426992	4.28453e-05	6.44447e-05	0.000168328	4.93722e-05
51	55.3423	10.0622	0.000429121	4.28453e-05	6.27168e-05	0.000163882	2.96516e-05
52	55.3423	10.0662	0.00042687	4.28453e-05	6.16184e-05	0.00016113	1.74827e-05
53	55.3423	10.0686	0.000429161	4.28453e-05	6.10174e-05	0.000159466	1.01384e-05
54	55.3423	10.07	0.000426778	4.28453e-05	6.06577e-05	0.000158489	5.80162e-06
55	55.3423	10.0709	0.0004292	4.28453e-05	6.04234e-05	0.000157929	3.29519e-06
56	55.3423	10.0713	0.000426797	4.28453e-05	6.03223e-05	0.000157616	1.87695e-06
57	55.3423	10.0716	0.00042916	4.28453e-05	6.02539e-05	0.000157445	1.09102e-06
58	55.3423	10.0717	0.000426795	4.28453e-05	6.02036e-05	0.000157353	6.64371e-07
59	55.3423	10.0718	0.000429288	4.28453e-05	6.01741e-05	0.000157304	4.37423e-07
60	55.3423	10.0719	0.000426687	4.28453e-05	6.01813e-05	0.000157279	3.19105e-07
61	55.3423	10.0719	0.000429303	4.28453e-05	6.0154e-05	0.000157267	2.58634e-07
62	55.3423	10.0719	0.00042668	4.28453e-05	6.01764e-05	0.00015726	2.2833e-07
63	55.3423	10.0719	0.000429303	4.28453e-05	6.01516e-05	0.000157257	2.13436e-07
64	55.3423	10.0719	0.00042668	4.28453e-05	6.01752e-05	0.000157256	2.06256e-07
65	55.3423	10.0719	0.000429303	4.28453e-05	6.0151e-05	0.000157255	2.0286e-07
66	55.3423	10.0719	0.00042668	4.28453e-05	6.0175e-05	0.000157255	2.01284e-07
67	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2.00566e-07
68	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2.00245e-07
69	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2.00104e-07
70	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2.00044e-07
71	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2.00018e-07
72	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2.00007e-07
73	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2.00003e-07
74	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2.00001e-07
75	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
76	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
77	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
78	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
79	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
80	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
81	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
82	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
83	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
84	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
85	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
86	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
87	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
88	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
89	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
90	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
91	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
92	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
93	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
94	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
95	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
96	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
97	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
98	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
99	55.3423	10.0719	0.000429303	4.28453e-05	6.01509e-05	0.000157255	2e-07
100	55.3423	10.0719	0.00042668	4.28453e-05	6.01749e-05	0.000157255	2e-07
Time step: 335  Time, s: 335  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step335 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89714	0	0.000302413	9.98714e-08	0.01	0.02
2	55.3719	6.89671	0	0.000298317	9.9689e-08	0.01	0.02
3	55.3719	6.89538	0	0.000306132	9.96772e-08	0.01	0.02
4	55.3719	6.89628	0	0.000282067	9.95084e-08	0.01	0.02
5	55.3719	6.89588	0	0.000292871	9.93438e-08	0.01	0.02
6	55.3719	6.89549	0	0.000287777	9.91797e-08	0.01	0.02
7	55.3719	6.8951	0	0.000286394	9.90148e-08	0.01	0.02
8	55.3719	6.89471	0	0.000277484	9.88504e-08	0.01	0.02
9	55.3719	6.89431	0	0.00027742	9.86929e-08	0.01	0.02
10	55.3719	6.89393	0	0.000275476	9.8565e-08	0.01	0.02
11	55.3719	6.89361	0	0.000274238	9.8543e-08	0.00999999	0.02
12	55.3719	6.89345	0	0.000273852	9.88629e-08	0.00999997	0.02
13	55.3719	6.89377	0	0.000273612	1.00192e-07	0.00999992	0.0199998
14	55.3719	6.89535	0	0.000273169	1.04271e-07	0.00999977	0.0199995
15	55.3719	6.90001	0	0.000267412	1.15305e-07	0.00999938	0.0199988
16	55.3719	6.91154	0	0.00027245	1.42754e-07	0.00999846	0.019997
17	55.3718	6.93708	0	0.000271038	2.06534e-07	0.00999639	0.0199929
18	55.3718	6.98812	0	0.000270438	3.46002e-07	0.00999205	0.0199844
19	55.3718	7.07854	0	0.00027015	6.3442e-07	0.00998346	0.0199676
20	55.3718	7.2163	0	0.00026943	1.20061e-06	0.0099674	0.0199363
21	55.3717	7.39367	0	0.000269755	2.25908e-06	0.00993895	0.0198809
22	55.3715	7.5914	0	0.0002689	4.14881e-06	0.00989113	0.0197881
23	55.3713	7.79199	0	0.000269123	7.37909e-06	0.00981459	0.0196399
24	55.371	7.98517	0	0.000268302	1.26786e-05	0.00969782	0.0194145
25	55.3705	8.16616	0	0.000268217	2.10415e-05	0.00952761	0.0190874
26	55.3698	8.33314	0	0.000267409	3.37646e-05	0.0092902	0.0186333
27	55.3689	8.48596	0	0.00026833	5.247e-05	0.00897275	0.0180295
28	55.3678	8.62533	0	0.000267329	7.91159e-05	0.00856518	0.0172597
29	55.3664	8.75246	0	0.000267578	0.000116002	0.0080619	0.0163173
30	55.3647	8.86878	0	0.000266773	0.000165787	0.00746309	0.0152078
31	55.3628	8.97607	0	0.00026301	0.000232225	0.00677457	0.0139508
32	55.3608	9.07622	0	0.000267345	0.00032049	0.00600714	0.0125782
33	55.3586	9.17089	0	0.000266793	0.000435362	0.00517706	0.0111324
34	55.3564	9.26217	0	0.00026558	0.000579434	0.00430589	0.00966182
35	55.3543	9.35025	0	0.000266576	0.000754262	0.00341657	0.00821607
36	55.3522	9.42901	0.000265189	0.000131212	0.000957522	0.00253265	0.00684091
37	55.3503	9.44601	0.000341718	9.7378e-05	0.000924003	0.00192844	0.00557432
38	55.3486	9.493	0.000443163	4.43419e-05	0.000760168	0.00152957	0.00444368
39	55.3472	9.54389	0.000443881	4.44393e-05	0.000613052	0.00119088	0.0034647
